event_type,src_zone,dst_zone,event_count_10m,unique_src_10m,asset_criticality,prior_incident_impact,is_privileged_account,geo_risk,risk_label
data_exfiltration,vendor,corp,23,12,3,0,1,4,High
data_exfiltration,internet,dmz,12,15,4,3,0,5,High
suspicious_dns,vendor,prod,5,7,4,1,1,3,Medium
failed_login,internet,dmz,40,20,4,2,1,1,High
failed_login,corp,prod,2,11,5,1,0,5,Medium
failed_login,internet,corp,1,1,4,1,1,5,Medium
failed_login,corp,prod,38,19,4,1,1,5,High
port_scan,vendor,prod,30,13,3,2,1,2,High
malware_alert,internet,prod,16,20,1,1,1,3,Medium
failed_login,corp,dmz,9,16,3,0,1,3,Medium
failed_login,internet,dmz,9,2,5,1,1,1,Medium
malware_alert,vendor,prod,32,17,1,3,1,5,High
failed_login,internet,dmz,20,9,3,2,1,3,Medium
malware_alert,corp,dmz,19,12,1,2,1,2,Medium
malware_alert,internet,corp,2,9,5,2,0,2,Medium
failed_login,corp,corp,8,3,1,3,0,2,Medium
port_scan,corp,corp,23,10,4,0,1,1,Medium
failed_login,vendor,prod,22,20,3,2,1,3,Medium
privilege_escalation,internet,dmz,6,15,5,0,0,3,Medium
failed_login,vendor,prod,34,9,5,3,1,4,High
port_scan,corp,corp,26,11,5,0,0,4,Medium
failed_login,internet,prod,3,1,4,1,0,5,Medium
failed_login,internet,prod,25,10,2,0,0,1,Medium
malware_alert,internet,prod,25,12,3,2,1,2,High
failed_login,internet,prod,13,4,1,2,0,1,Low
suspicious_dns,corp,dmz,40,9,1,2,0,3,High
malware_alert,internet,prod,18,17,2,2,1,5,High
privilege_escalation,corp,dmz,7,3,3,1,1,3,High
malware_alert,internet,corp,6,9,3,0,0,1,Medium
failed_login,vendor,prod,23,10,5,0,0,2,Medium
suspicious_dns,corp,dmz,30,15,1,2,0,2,Medium
suspicious_dns,corp,prod,12,15,1,2,1,2,Medium
port_scan,corp,prod,18,6,4,0,1,1,Medium
suspicious_dns,vendor,dmz,40,9,3,2,0,2,High
failed_login,corp,dmz,7,14,2,3,1,1,Medium
failed_login,internet,corp,30,4,1,1,0,5,Medium
port_scan,corp,dmz,3,19,5,2,1,3,Medium
port_scan,internet,corp,38,7,3,0,0,4,Medium
port_scan,corp,prod,25,2,1,3,0,4,Medium
failed_login,vendor,prod,19,7,4,0,1,4,Medium
failed_login,vendor,corp,8,10,5,3,0,1,Medium
privilege_escalation,corp,dmz,27,13,1,1,1,4,High
data_exfiltration,internet,dmz,12,19,3,2,0,3,High
data_exfiltration,corp,prod,4,5,1,2,0,3,Medium
port_scan,internet,prod,2,6,4,2,0,5,Medium
failed_login,vendor,dmz,5,13,5,2,1,4,Medium
suspicious_dns,corp,corp,29,12,5,0,0,3,Medium
suspicious_dns,vendor,dmz,10,19,3,3,0,4,Medium
port_scan,internet,corp,1,2,1,3,1,4,Medium
port_scan,vendor,corp,6,18,2,3,1,3,Medium
failed_login,corp,prod,12,6,4,0,1,1,Medium
port_scan,corp,prod,40,11,1,1,0,3,Medium
suspicious_dns,vendor,prod,40,9,3,0,1,1,High
port_scan,internet,prod,4,11,4,0,0,3,Medium
failed_login,corp,dmz,39,16,3,3,1,3,High
port_scan,corp,dmz,39,7,2,3,1,2,High
failed_login,corp,corp,35,15,4,1,0,3,Medium
suspicious_dns,corp,corp,22,11,4,1,1,4,High
port_scan,corp,corp,40,18,3,3,0,2,High
failed_login,vendor,corp,38,9,1,2,0,3,Medium
privilege_escalation,internet,corp,33,16,3,0,1,2,High
failed_login,vendor,prod,26,14,4,1,1,2,Medium
port_scan,corp,prod,3,9,5,2,0,3,Medium
failed_login,vendor,corp,8,1,1,1,1,4,Medium
malware_alert,corp,prod,2,17,5,2,0,1,Medium
failed_login,vendor,dmz,17,19,4,0,1,2,Medium
failed_login,internet,prod,27,19,2,2,0,2,Medium
data_exfiltration,corp,dmz,30,1,3,3,0,5,High
port_scan,internet,prod,22,2,3,0,0,5,Medium
port_scan,corp,prod,10,11,1,3,1,4,Medium
failed_login,corp,prod,9,3,2,0,1,2,Low
failed_login,corp,corp,27,13,4,1,0,4,Medium
data_exfiltration,vendor,prod,5,2,2,2,0,2,Medium
failed_login,internet,prod,37,7,3,1,0,5,Medium
port_scan,vendor,corp,13,13,2,1,1,1,Medium
port_scan,vendor,dmz,14,12,4,0,1,2,Medium
failed_login,vendor,dmz,19,14,3,2,1,1,Medium
port_scan,vendor,corp,13,8,1,3,0,4,Medium
failed_login,vendor,dmz,38,7,3,0,0,5,Medium
malware_alert,vendor,corp,13,17,1,0,1,4,Medium
port_scan,internet,dmz,39,13,4,2,1,5,High
port_scan,corp,corp,12,14,2,1,1,2,Medium
privilege_escalation,corp,corp,21,14,4,2,0,5,High
failed_login,vendor,dmz,1,19,3,2,0,1,Low
suspicious_dns,vendor,dmz,16,20,1,3,1,4,Medium
malware_alert,vendor,dmz,16,12,5,0,1,3,High
failed_login,corp,prod,39,10,5,1,1,3,High
suspicious_dns,vendor,corp,28,2,5,3,0,4,High
malware_alert,vendor,dmz,31,13,3,3,0,2,High
failed_login,vendor,dmz,31,6,5,2,1,5,High
port_scan,internet,prod,6,13,2,2,0,3,Medium
port_scan,internet,dmz,33,19,4,1,1,1,High
failed_login,internet,dmz,7,13,3,3,1,4,Medium
malware_alert,corp,dmz,25,4,1,2,1,3,High
suspicious_dns,internet,corp,17,18,3,1,1,5,Medium
failed_login,corp,dmz,24,7,2,0,0,3,Medium
privilege_escalation,corp,corp,18,20,4,2,1,1,High
port_scan,internet,dmz,12,20,5,1,0,5,Medium
suspicious_dns,corp,corp,26,7,4,1,1,1,High
failed_login,internet,prod,17,15,1,1,1,4,Medium
malware_alert,internet,corp,22,6,3,2,0,5,High
port_scan,internet,corp,34,15,2,1,0,5,Medium
port_scan,internet,corp,35,5,1,3,1,1,High
port_scan,internet,dmz,37,13,1,3,0,5,High
suspicious_dns,internet,dmz,18,19,4,1,0,2,Medium
malware_alert,internet,dmz,14,2,3,1,1,3,Medium
suspicious_dns,corp,dmz,7,8,5,2,0,3,Medium
port_scan,vendor,prod,28,17,2,2,1,4,High
suspicious_dns,internet,corp,3,16,2,1,1,2,Medium
failed_login,corp,prod,16,7,3,0,0,3,Medium
failed_login,vendor,corp,13,14,1,1,1,5,Medium
malware_alert,corp,corp,26,12,4,3,1,5,High
failed_login,vendor,dmz,40,2,1,2,1,2,Medium
malware_alert,corp,dmz,14,2,5,0,1,5,High
suspicious_dns,vendor,prod,20,8,1,1,0,2,Medium
failed_login,internet,corp,1,8,1,1,1,5,Low
data_exfiltration,vendor,prod,2,8,3,2,0,2,Medium
failed_login,vendor,dmz,5,19,1,1,0,5,Low
failed_login,vendor,corp,29,20,2,0,1,5,Medium
failed_login,corp,corp,36,18,3,1,0,3,Medium
port_scan,vendor,prod,40,14,4,2,0,4,High
privilege_escalation,internet,corp,35,1,1,3,0,3,High
data_exfiltration,corp,prod,1,6,5,3,1,5,High
suspicious_dns,corp,prod,29,12,4,1,0,1,Medium
suspicious_dns,vendor,corp,39,3,4,2,1,1,High
failed_login,internet,corp,35,17,5,3,1,4,High
privilege_escalation,internet,prod,8,14,2,1,0,2,Medium
suspicious_dns,vendor,prod,32,8,4,2,0,1,High
failed_login,vendor,prod,27,19,3,3,0,4,Medium
port_scan,corp,dmz,33,20,2,0,0,1,Medium
malware_alert,vendor,corp,17,12,2,2,1,2,Medium
malware_alert,vendor,dmz,6,19,1,2,1,3,Medium
failed_login,internet,prod,25,9,5,3,1,1,High
failed_login,vendor,prod,4,11,2,2,1,3,Medium
port_scan,vendor,corp,6,6,4,1,0,3,Medium
failed_login,corp,dmz,36,9,4,3,1,2,High
failed_login,vendor,prod,32,16,5,1,0,2,Medium
failed_login,internet,corp,17,14,1,1,0,5,Medium
failed_login,vendor,dmz,34,19,1,2,1,2,Medium
port_scan,vendor,corp,25,9,2,2,0,4,Medium
port_scan,internet,dmz,27,19,5,2,1,1,High
data_exfiltration,internet,prod,40,5,4,0,1,5,High
suspicious_dns,vendor,prod,17,1,4,3,0,1,Medium
data_exfiltration,internet,corp,4,3,1,0,0,1,Medium
port_scan,corp,prod,33,8,2,0,1,4,Medium
port_scan,corp,dmz,5,18,2,2,1,3,Medium
suspicious_dns,vendor,corp,11,4,1,0,1,1,Medium
port_scan,internet,dmz,15,6,3,0,1,3,Medium
failed_login,internet,dmz,31,11,1,1,0,4,Medium
port_scan,internet,prod,1,9,4,1,0,2,Medium
malware_alert,corp,corp,16,4,5,0,0,3,Medium
malware_alert,internet,prod,9,4,5,1,1,4,High
privilege_escalation,internet,corp,36,17,3,2,1,5,High
privilege_escalation,vendor,corp,5,17,4,3,1,2,High
port_scan,internet,prod,6,3,4,0,0,5,Medium
malware_alert,vendor,prod,36,17,2,1,1,4,High
port_scan,internet,dmz,12,20,2,0,0,3,Medium
failed_login,internet,dmz,18,2,3,3,1,5,Medium
port_scan,internet,dmz,26,7,3,1,1,1,Medium
port_scan,corp,dmz,34,17,5,3,0,5,High
privilege_escalation,corp,corp,2,16,4,1,0,2,Medium
failed_login,corp,dmz,30,14,3,2,1,1,Medium
failed_login,internet,corp,40,7,3,3,1,5,High
privilege_escalation,vendor,corp,1,19,2,3,0,1,Medium
failed_login,vendor,prod,18,9,2,3,0,1,Medium
failed_login,vendor,prod,34,16,1,2,1,1,Medium
failed_login,corp,dmz,23,5,1,1,0,1,Medium
port_scan,vendor,prod,22,15,3,2,1,4,High
malware_alert,vendor,corp,1,1,4,0,1,3,Medium
suspicious_dns,vendor,corp,19,18,4,3,0,5,High
failed_login,internet,corp,16,20,3,1,0,4,Medium
failed_login,corp,dmz,40,20,1,3,1,1,High
failed_login,corp,prod,37,18,3,3,0,4,High
malware_alert,internet,corp,31,10,1,3,1,1,High
malware_alert,internet,dmz,28,5,2,0,1,1,Medium
malware_alert,internet,dmz,38,20,1,0,0,1,Medium
suspicious_dns,vendor,corp,27,13,5,1,0,4,High
data_exfiltration,vendor,dmz,5,19,4,3,0,4,High
failed_login,internet,dmz,22,15,5,2,0,2,Medium
privilege_escalation,corp,prod,5,6,4,0,0,3,Medium
failed_login,internet,dmz,36,18,4,0,1,2,Medium
failed_login,corp,corp,15,3,1,1,0,2,Low
failed_login,internet,prod,10,19,3,2,0,4,Medium
privilege_escalation,corp,dmz,6,20,2,1,1,1,Medium
port_scan,corp,prod,22,5,2,1,0,2,Medium
data_exfiltration,vendor,prod,34,3,2,1,0,3,High
failed_login,corp,dmz,38,14,1,0,1,2,Medium
failed_login,vendor,dmz,3,2,1,2,1,3,Low
failed_login,internet,dmz,36,14,4,3,1,2,High
failed_login,internet,corp,2,7,4,3,1,4,Medium
malware_alert,internet,corp,34,14,4,3,1,2,High
failed_login,corp,prod,28,18,4,3,1,4,High
port_scan,internet,prod,13,7,3,3,0,5,Medium
privilege_escalation,internet,dmz,8,11,2,3,0,4,High
failed_login,corp,prod,4,9,2,0,0,2,Low
suspicious_dns,corp,corp,31,14,2,3,1,5,High
malware_alert,internet,corp,17,11,1,0,0,4,Medium
failed_login,vendor,corp,9,11,2,1,1,3,Medium
privilege_escalation,corp,corp,20,15,1,1,0,3,Medium
failed_login,vendor,corp,30,3,1,0,1,1,Medium
suspicious_dns,internet,dmz,18,3,5,3,1,3,High
malware_alert,corp,corp,12,13,4,0,1,2,Medium
suspicious_dns,corp,prod,6,3,5,2,1,1,Medium
failed_login,vendor,dmz,13,10,2,3,1,3,Medium
port_scan,internet,prod,39,12,2,1,1,2,High
port_scan,vendor,dmz,16,1,1,1,0,3,Medium
suspicious_dns,vendor,corp,30,10,4,3,1,3,High
failed_login,vendor,corp,13,5,5,1,1,5,Medium
data_exfiltration,corp,corp,26,2,3,3,0,4,High
failed_login,internet,prod,38,15,3,0,0,1,Medium
port_scan,corp,prod,34,13,4,3,1,1,High
port_scan,internet,corp,37,20,4,2,1,5,High
port_scan,corp,corp,10,19,2,0,0,2,Low
failed_login,internet,corp,8,14,3,0,0,2,Low
port_scan,internet,prod,6,10,5,0,0,4,Medium
malware_alert,corp,corp,2,19,1,3,1,5,Medium
suspicious_dns,vendor,dmz,35,12,1,3,0,5,High
failed_login,vendor,dmz,7,14,5,3,1,2,Medium
suspicious_dns,vendor,prod,10,14,5,1,0,4,Medium
data_exfiltration,corp,dmz,12,20,4,3,0,5,High
privilege_escalation,corp,corp,29,4,4,3,0,1,High
failed_login,internet,dmz,40,19,5,0,0,3,Medium
suspicious_dns,corp,prod,27,3,5,1,0,2,High
port_scan,vendor,corp,18,1,5,0,1,2,Medium
malware_alert,corp,prod,10,17,2,0,1,5,Medium
failed_login,corp,corp,33,17,3,0,0,2,Medium
suspicious_dns,internet,dmz,2,2,2,3,1,3,Medium
failed_login,vendor,dmz,36,19,2,1,1,5,Medium
malware_alert,vendor,prod,12,17,5,2,1,4,High
suspicious_dns,vendor,prod,14,10,5,0,1,2,Medium
suspicious_dns,corp,dmz,37,4,2,1,1,2,High
failed_login,corp,prod,2,6,3,3,0,3,Medium
port_scan,corp,corp,17,15,4,2,0,5,Medium
failed_login,internet,prod,19,10,1,3,1,4,Medium
failed_login,internet,corp,30,19,5,2,1,2,High
port_scan,corp,corp,30,9,3,1,0,4,Medium
failed_login,corp,prod,21,7,4,0,0,2,Medium
failed_login,vendor,corp,16,7,2,1,0,2,Medium
failed_login,corp,dmz,5,17,5,3,1,1,Medium
data_exfiltration,internet,prod,39,10,5,1,1,1,High
port_scan,internet,prod,10,20,3,3,0,4,Medium
port_scan,vendor,corp,16,4,5,3,0,1,Medium
malware_alert,internet,corp,25,15,1,2,0,4,Medium
port_scan,corp,prod,9,11,3,1,1,2,Medium
failed_login,internet,dmz,32,14,4,1,1,5,High
failed_login,corp,prod,20,11,4,2,1,5,Medium
failed_login,vendor,prod,32,17,3,1,1,4,Medium
suspicious_dns,internet,dmz,12,20,3,0,0,4,Medium
failed_login,vendor,dmz,29,16,2,0,1,4,Medium
port_scan,corp,corp,15,14,2,1,0,4,Medium
failed_login,vendor,dmz,25,3,5,1,1,2,Medium
port_scan,internet,prod,36,2,1,1,1,2,Medium
failed_login,corp,prod,39,16,2,1,1,4,High
port_scan,internet,prod,21,2,4,2,1,4,High
data_exfiltration,vendor,prod,30,18,5,3,1,3,High
port_scan,internet,prod,13,4,2,2,1,1,Medium
failed_login,internet,corp,1,9,4,0,1,4,Medium
port_scan,corp,dmz,28,12,5,2,1,5,High
port_scan,corp,prod,5,14,5,2,1,4,Medium
port_scan,vendor,prod,17,17,2,1,1,3,Medium
suspicious_dns,corp,dmz,5,1,5,0,0,5,Medium
port_scan,internet,prod,25,11,4,3,1,4,High
port_scan,vendor,dmz,32,16,5,3,1,1,High
suspicious_dns,vendor,prod,1,16,2,1,1,5,Medium
failed_login,vendor,prod,5,13,1,3,0,5,Medium
failed_login,corp,prod,7,14,5,3,1,5,Medium
data_exfiltration,internet,corp,28,6,3,1,0,5,High
suspicious_dns,internet,prod,13,11,4,2,1,2,Medium
data_exfiltration,vendor,corp,35,1,3,0,1,2,High
suspicious_dns,corp,corp,17,18,5,0,0,5,Medium
malware_alert,vendor,dmz,32,2,2,1,0,1,Medium
malware_alert,internet,dmz,38,20,2,2,0,3,High
port_scan,vendor,dmz,13,17,4,3,0,1,Medium
suspicious_dns,vendor,prod,40,9,2,2,0,4,High
port_scan,internet,prod,2,15,3,2,1,1,Medium
suspicious_dns,vendor,corp,19,10,5,1,0,4,Medium
failed_login,corp,dmz,27,2,4,1,1,2,Medium
suspicious_dns,internet,corp,32,15,5,3,0,3,High
malware_alert,internet,prod,35,12,2,1,0,1,High
malware_alert,vendor,corp,33,3,5,3,0,2,High
failed_login,internet,corp,11,17,2,1,0,1,Low
suspicious_dns,internet,corp,3,11,4,1,1,1,Medium
failed_login,corp,prod,32,6,2,1,0,3,Medium
failed_login,vendor,prod,15,16,4,2,1,1,Medium
malware_alert,vendor,prod,26,5,1,3,0,4,High
suspicious_dns,internet,corp,32,6,1,2,1,4,High
malware_alert,corp,dmz,39,7,1,1,1,3,High
malware_alert,corp,corp,13,6,3,1,1,5,Medium
data_exfiltration,internet,corp,5,19,5,0,1,1,High
privilege_escalation,internet,corp,12,14,1,2,1,4,High
port_scan,internet,dmz,11,20,1,0,1,1,Medium
failed_login,vendor,prod,31,20,4,0,1,2,Medium
suspicious_dns,internet,corp,36,17,2,1,0,3,Medium
failed_login,corp,dmz,30,1,3,2,0,5,Medium
port_scan,internet,prod,23,4,2,0,1,4,Medium
failed_login,internet,prod,32,4,4,0,1,1,Medium
port_scan,internet,corp,9,1,1,3,0,1,Medium
failed_login,vendor,prod,22,5,2,2,0,2,Medium
failed_login,internet,corp,2,19,2,3,1,4,Medium
malware_alert,corp,dmz,6,15,2,1,1,3,Medium
failed_login,vendor,corp,12,17,2,3,0,5,Medium
failed_login,internet,corp,29,9,3,1,0,5,Medium
failed_login,vendor,dmz,31,16,1,0,0,3,Medium
port_scan,internet,dmz,25,18,4,1,0,4,Medium
port_scan,internet,corp,21,6,3,0,1,1,Medium
suspicious_dns,vendor,dmz,5,17,4,2,1,4,Medium
port_scan,vendor,prod,32,12,3,1,0,1,Medium
failed_login,corp,corp,25,6,5,1,1,2,Medium
malware_alert,internet,dmz,3,20,4,0,1,2,Medium
failed_login,internet,corp,23,12,5,2,0,5,Medium
failed_login,vendor,prod,30,12,2,0,1,1,Medium
suspicious_dns,internet,corp,11,13,2,0,0,1,Medium
suspicious_dns,vendor,prod,20,9,3,2,0,1,Medium
malware_alert,internet,prod,28,3,5,0,1,4,High
port_scan,corp,prod,30,11,5,0,1,3,High
failed_login,vendor,dmz,30,17,1,2,1,3,Medium
port_scan,internet,dmz,2,19,4,3,1,4,Medium
failed_login,corp,corp,32,17,5,3,0,4,High
failed_login,vendor,dmz,34,9,1,3,1,5,High
port_scan,vendor,dmz,17,4,3,1,0,4,Medium
suspicious_dns,vendor,corp,1,15,5,2,0,5,Medium
failed_login,vendor,corp,39,18,1,1,0,3,Medium
port_scan,vendor,dmz,36,14,5,0,1,3,High
data_exfiltration,corp,prod,10,17,2,0,0,3,Medium
port_scan,internet,corp,9,11,3,3,1,2,Medium
port_scan,internet,corp,27,16,1,2,0,2,Medium
failed_login,internet,corp,19,3,2,3,0,5,Medium
suspicious_dns,internet,prod,39,20,5,0,0,5,High
malware_alert,vendor,corp,18,6,2,0,1,1,Medium
suspicious_dns,corp,corp,17,14,5,2,0,5,Medium
failed_login,vendor,prod,26,1,3,1,0,1,Medium
suspicious_dns,corp,corp,38,18,5,1,1,3,High
malware_alert,internet,dmz,33,12,5,0,0,1,High
failed_login,vendor,corp,19,16,3,3,1,2,Medium
failed_login,corp,prod,23,4,1,3,1,1,Medium
failed_login,internet,dmz,22,5,4,0,0,1,Medium
data_exfiltration,vendor,prod,25,3,4,0,1,1,High
malware_alert,corp,prod,37,17,2,1,1,5,High
failed_login,internet,corp,8,5,3,0,1,3,Medium
port_scan,vendor,dmz,38,4,2,3,1,3,High
failed_login,vendor,prod,6,11,4,2,1,3,Medium
failed_login,internet,dmz,13,14,4,2,0,5,Medium
failed_login,internet,corp,40,11,1,0,0,2,Medium
suspicious_dns,internet,corp,11,6,2,3,0,1,Medium
failed_login,corp,corp,30,1,1,2,1,3,Medium
port_scan,vendor,prod,34,1,3,2,1,3,High
data_exfiltration,corp,corp,30,20,2,2,0,2,High
failed_login,corp,dmz,26,19,4,2,1,4,High
suspicious_dns,vendor,corp,38,18,5,1,1,1,High
failed_login,vendor,prod,12,10,5,2,0,3,Medium
suspicious_dns,corp,prod,6,1,3,1,1,1,Medium
port_scan,corp,corp,39,12,3,2,1,1,High
malware_alert,internet,prod,10,5,1,2,1,3,Medium
failed_login,vendor,prod,30,11,4,1,1,1,Medium
failed_login,vendor,dmz,21,16,5,3,0,3,Medium
malware_alert,internet,corp,29,15,1,2,1,1,High
privilege_escalation,internet,corp,34,7,2,0,1,3,High
failed_login,internet,corp,34,13,4,0,1,5,High
malware_alert,corp,prod,21,15,4,1,0,4,High
port_scan,internet,prod,11,20,3,0,0,4,Medium
suspicious_dns,internet,dmz,11,17,2,3,0,4,Medium
failed_login,vendor,dmz,10,16,4,0,1,4,Medium
failed_login,internet,corp,8,6,2,3,0,1,Medium
failed_login,corp,dmz,33,3,4,1,0,2,Medium
failed_login,internet,dmz,9,17,1,0,0,1,Low
data_exfiltration,internet,corp,27,12,3,2,1,1,High
suspicious_dns,corp,prod,20,3,1,1,1,1,Medium
privilege_escalation,vendor,corp,25,4,2,0,0,5,High
port_scan,corp,corp,13,16,4,2,1,2,Medium
port_scan,vendor,prod,39,2,3,3,0,5,High
failed_login,vendor,prod,17,17,5,3,0,3,Medium
suspicious_dns,internet,prod,28,4,2,2,1,3,High
port_scan,corp,prod,7,8,1,2,1,5,Medium
failed_login,vendor,dmz,22,10,4,1,1,4,Medium
malware_alert,vendor,corp,39,4,5,3,1,3,High
port_scan,corp,dmz,14,17,3,0,0,3,Medium
data_exfiltration,vendor,prod,11,12,5,0,0,1,High
malware_alert,corp,prod,32,13,1,0,1,2,Medium
port_scan,internet,prod,30,7,5,1,1,1,High
failed_login,vendor,dmz,7,2,1,0,0,4,Low
malware_alert,internet,prod,32,8,1,3,0,3,High
suspicious_dns,corp,dmz,36,10,1,3,0,4,High
failed_login,corp,dmz,14,15,1,1,1,2,Medium
port_scan,internet,prod,39,2,5,2,0,4,High
suspicious_dns,corp,corp,8,13,1,3,1,1,Medium
port_scan,internet,corp,16,18,4,1,0,2,Medium
port_scan,vendor,dmz,28,17,5,0,1,2,High
port_scan,corp,dmz,37,19,1,0,0,1,Medium
data_exfiltration,internet,corp,14,2,3,3,0,1,High
port_scan,vendor,corp,2,3,4,3,0,4,Medium
port_scan,corp,prod,33,6,3,3,0,2,High
suspicious_dns,corp,prod,29,17,1,1,0,5,Medium
malware_alert,internet,dmz,9,18,3,1,1,4,Medium
malware_alert,internet,corp,3,4,4,0,0,1,Medium
port_scan,internet,corp,9,5,1,1,0,5,Medium
port_scan,vendor,dmz,40,18,5,3,0,3,High
port_scan,vendor,prod,4,18,4,3,1,5,Medium
failed_login,corp,dmz,3,12,4,1,1,4,Medium
suspicious_dns,corp,dmz,34,19,3,3,1,4,High
privilege_escalation,internet,corp,26,3,1,2,1,1,High
port_scan,internet,prod,5,10,5,2,1,5,Medium
privilege_escalation,corp,prod,40,17,1,2,0,4,High
failed_login,corp,dmz,2,11,4,0,1,4,Medium
suspicious_dns,internet,dmz,10,16,1,3,0,4,Medium
port_scan,internet,dmz,20,4,4,3,0,1,Medium
failed_login,corp,corp,25,17,5,1,1,1,Medium
port_scan,corp,dmz,12,14,2,3,1,3,Medium
failed_login,vendor,prod,35,4,4,0,0,1,Medium
failed_login,vendor,corp,2,8,3,3,0,2,Medium
malware_alert,corp,dmz,12,14,3,3,1,1,High
port_scan,vendor,dmz,40,19,1,1,1,2,High
failed_login,corp,corp,5,7,2,3,0,3,Medium
failed_login,vendor,corp,30,14,4,0,1,5,Medium
port_scan,vendor,prod,32,12,5,2,1,4,High
port_scan,corp,corp,27,1,1,1,1,3,Medium
malware_alert,internet,prod,6,6,1,0,1,4,Medium
failed_login,internet,prod,19,18,1,3,0,4,Medium
failed_login,vendor,corp,35,4,5,2,1,1,High
failed_login,internet,dmz,31,14,4,2,0,1,Medium
failed_login,vendor,dmz,7,19,1,1,1,2,Low
failed_login,vendor,prod,8,18,4,3,1,4,Medium
port_scan,corp,corp,13,15,5,1,1,5,Medium
failed_login,internet,corp,4,14,4,2,0,3,Medium
failed_login,corp,prod,32,1,5,1,1,4,High
suspicious_dns,vendor,prod,21,19,1,1,1,2,Medium
data_exfiltration,vendor,prod,8,17,5,1,0,1,High
port_scan,corp,dmz,10,14,2,2,1,1,Medium
failed_login,vendor,dmz,1,9,1,1,1,1,Low
data_exfiltration,vendor,corp,34,18,4,0,1,3,High
suspicious_dns,internet,prod,21,20,2,1,1,4,Medium
port_scan,internet,dmz,22,10,3,0,0,4,Medium
failed_login,internet,corp,34,9,3,3,1,4,High
failed_login,internet,corp,9,12,1,2,1,3,Medium
failed_login,internet,corp,39,7,5,2,1,2,High
failed_login,internet,dmz,30,14,3,3,0,3,Medium
failed_login,vendor,prod,22,19,4,3,0,4,Medium
data_exfiltration,internet,prod,36,7,2,2,0,3,High
port_scan,vendor,prod,32,20,3,1,0,4,Medium
data_exfiltration,vendor,corp,20,10,2,0,0,1,High
malware_alert,corp,corp,5,16,4,1,0,3,Medium
port_scan,corp,corp,9,20,2,2,1,5,Medium
failed_login,corp,corp,9,2,1,1,1,5,Medium
malware_alert,vendor,prod,5,5,4,3,1,4,High
port_scan,vendor,prod,26,13,2,3,0,5,Medium
port_scan,vendor,dmz,14,16,2,3,0,1,Medium
port_scan,vendor,corp,29,16,5,0,0,2,Medium
failed_login,internet,dmz,13,8,1,3,1,1,Medium
malware_alert,internet,dmz,33,18,3,0,0,5,High
port_scan,vendor,prod,30,15,2,1,0,3,Medium
failed_login,internet,prod,36,5,5,0,1,5,High
port_scan,internet,prod,26,15,2,0,0,2,Medium
failed_login,vendor,corp,26,1,1,0,1,1,Medium
port_scan,corp,dmz,10,6,5,3,1,5,High
port_scan,vendor,dmz,5,16,5,3,1,5,Medium
port_scan,vendor,corp,39,16,4,0,0,5,High
port_scan,vendor,dmz,34,7,1,3,0,1,Medium
data_exfiltration,vendor,prod,37,11,1,2,1,4,High
suspicious_dns,vendor,dmz,16,6,1,3,1,5,Medium
malware_alert,vendor,prod,34,15,4,1,0,3,High
port_scan,vendor,dmz,3,8,2,1,0,4,Low
failed_login,vendor,dmz,32,2,3,1,0,1,Medium
privilege_escalation,corp,prod,37,15,2,0,1,2,High
port_scan,internet,dmz,17,15,2,1,0,2,Medium
failed_login,corp,dmz,9,13,5,0,0,4,Medium
failed_login,vendor,dmz,11,10,3,2,1,1,Medium
suspicious_dns,internet,prod,2,12,3,0,0,2,Low
port_scan,vendor,dmz,7,6,4,0,0,3,Medium
suspicious_dns,internet,dmz,7,12,2,1,0,4,Medium
suspicious_dns,vendor,corp,23,9,2,0,0,4,Medium
failed_login,vendor,prod,6,19,3,3,0,5,Medium
privilege_escalation,internet,corp,31,8,4,2,1,1,High
malware_alert,corp,dmz,23,20,2,2,0,2,Medium
suspicious_dns,internet,prod,40,18,1,3,1,2,High
failed_login,internet,dmz,27,12,2,3,1,2,Medium
port_scan,corp,prod,28,7,4,3,0,4,High
port_scan,corp,corp,15,10,2,2,0,1,Medium
failed_login,internet,corp,1,19,1,0,1,4,Low
suspicious_dns,vendor,prod,10,10,5,0,1,1,Medium
failed_login,vendor,corp,32,10,3,1,0,3,Medium
port_scan,vendor,prod,12,3,3,0,1,5,Medium
failed_login,vendor,dmz,9,7,5,1,0,2,Medium
port_scan,internet,dmz,21,2,5,0,0,5,Medium
failed_login,vendor,prod,10,12,1,1,1,5,Medium
failed_login,corp,dmz,33,5,1,0,1,5,Medium
port_scan,internet,corp,5,14,3,1,1,1,Medium
failed_login,internet,corp,30,5,5,0,0,3,Medium
port_scan,corp,dmz,37,10,4,3,0,1,High
failed_login,internet,corp,20,18,5,1,0,1,Medium
port_scan,vendor,prod,10,13,4,0,1,2,Medium
privilege_escalation,internet,prod,31,9,1,3,1,4,High
failed_login,internet,corp,30,11,2,1,0,5,Medium
malware_alert,internet,corp,24,11,4,0,1,1,High
port_scan,corp,corp,5,5,2,0,1,3,Medium
port_scan,corp,corp,32,15,1,2,0,2,Medium
suspicious_dns,corp,dmz,8,14,3,3,0,5,Medium
failed_login,corp,dmz,14,10,1,1,1,1,Medium
malware_alert,corp,dmz,4,6,3,0,0,1,Medium
failed_login,corp,prod,26,14,2,3,0,5,Medium
port_scan,vendor,corp,38,14,5,0,0,2,High
privilege_escalation,internet,dmz,2,17,2,2,0,5,Medium
